game_id,game_date,season,away_team_id,away_team,home_team_id,home_team,away_score,home_score,home_team_won
634615,2021-04-01,2021,119,Los Angeles Dodgers,115,Colorado Rockies,5,8,1
634618,2021-04-01,2021,109,Arizona Diamondbacks,135,San Diego Padres,7,8,1
634622,2021-04-01,2021,144,Atlanta Braves,143,Philadelphia Phillies,2,3,1
634625,2021-04-01,2021,137,San Francisco Giants,136,Seattle Mariners,7,8,1
634630,2021-04-01,2021,140,Texas Rangers,118,Kansas City Royals,10,14,1
634634,2021-04-01,2021,134,Pittsburgh Pirates,112,Chicago Cubs,5,3,0
634636,2021-04-01,2021,138,St. Louis Cardinals,113,Cincinnati Reds,11,6,0
634638,2021-04-01,2021,142,Minnesota Twins,158,Milwaukee Brewers,5,6,1
634640,2021-04-01,2021,117,Houston Astros,133,Oakland Athletics,8,1,0
634642,2021-04-01,2021,141,Toronto Blue Jays,147,New York Yankees,3,2,0
634645,2021-04-01,2021,114,Cleveland Indians,116,Detroit Tigers,2,3,1
634652,2021-04-01,2021,139,Tampa Bay Rays,146,Miami Marlins,1,0,0
634655,2021-04-01,2021,145,Chicago White Sox,108,Los Angeles Angels,3,4,1
634576,2021-04-02,2021,109,Arizona Diamondbacks,135,San Diego Padres,2,4,1
634578,2021-04-02,2021,137,San Francisco Giants,136,Seattle Mariners,6,3,0
634602,2021-04-02,2021,139,Tampa Bay Rays,146,Miami Marlins,6,4,0
634605,2021-04-02,2021,117,Houston Astros,133,Oakland Athletics,9,5,0
634627,2021-04-02,2021,110,Baltimore Orioles,111,Boston Red Sox,3,0,0
634631,2021-04-02,2021,145,Chicago White Sox,108,Los Angeles Angels,12,8,0
634653,2021-04-02,2021,119,Los Angeles Dodgers,115,Colorado Rockies,11,6,0
634573,2021-04-03,2021,114,Cleveland Indians,116,Detroit Tigers,2,5,1
634575,2021-04-03,2021,142,Minnesota Twins,158,Milwaukee Brewers,2,0,0
634577,2021-04-03,2021,110,Baltimore Orioles,111,Boston Red Sox,4,2,0
634580,2021-04-03,2021,144,Atlanta Braves,143,Philadelphia Phillies,0,4,1
634596,2021-04-03,2021,139,Tampa Bay Rays,146,Miami Marlins,7,12,1
634604,2021-04-03,2021,140,Texas Rangers,118,Kansas City Royals,4,11,1
634623,2021-04-03,2021,109,Arizona Diamondbacks,135,San Diego Padres,0,7,1
634629,2021-04-03,2021,117,Houston Astros,133,Oakland Athletics,9,1,0
634633,2021-04-03,2021,119,Los Angeles Dodgers,115,Colorado Rockies,6,5,0
634639,2021-04-03,2021,137,San Francisco Giants,136,Seattle Mariners,0,4,1
634643,2021-04-03,2021,134,Pittsburgh Pirates,112,Chicago Cubs,1,5,1
634644,2021-04-03,2021,141,Toronto Blue Jays,147,New York Yankees,3,5,1
634646,2021-04-03,2021,145,Chicago White Sox,108,Los Angeles Angels,3,5,1
634654,2021-04-03,2021,138,St. Louis Cardinals,113,Cincinnati Reds,6,9,1
634557,2021-04-04,2021,119,Los Angeles Dodgers,115,Colorado Rockies,4,2,0
634560,2021-04-04,2021,138,St. Louis Cardinals,113,Cincinnati Reds,1,12,1
634572,2021-04-04,2021,109,Arizona Diamondbacks,135,San Diego Padres,3,1,0
634593,2021-04-04,2021,140,Texas Rangers,118,Kansas City Royals,7,3,0
634597,2021-04-04,2021,142,Minnesota Twins,158,Milwaukee Brewers,8,2,0
634607,2021-04-04,2021,141,Toronto Blue Jays,147,New York Yankees,3,1,0
634610,2021-04-04,2021,110,Baltimore Orioles,111,Boston Red Sox,11,3,0
634611,2021-04-04,2021,114,Cleveland Indians,116,Detroit Tigers,9,3,0
634613,2021-04-04,2021,134,Pittsburgh Pirates,112,Chicago Cubs,3,4,1
634617,2021-04-04,2021,144,Atlanta Braves,143,Philadelphia Phillies,1,2,1
634637,2021-04-04,2021,145,Chicago White Sox,108,Los Angeles Angels,4,7,1
634651,2021-04-04,2021,117,Houston Astros,133,Oakland Athletics,9,2,0
634551,2021-04-05,2021,145,Chicago White Sox,136,Seattle Mariners,6,0,0
634552,2021-04-05,2021,117,Houston Astros,108,Los Angeles Angels,6,7,1
634558,2021-04-05,2021,134,Pittsburgh Pirates,113,Cincinnati Reds,3,5,1
634562,2021-04-05,2021,138,St. Louis Cardinals,146,Miami Marlins,4,1,0
634566,2021-04-05,2021,158,Milwaukee Brewers,112,Chicago Cubs,3,5,1
634587,2021-04-05,2021,110,Baltimore Orioles,147,New York Yankees,0,7,1
634588,2021-04-05,2021,142,Minnesota Twins,116,Detroit Tigers,15,6,0
634591,2021-04-05,2021,137,San Francisco Giants,135,San Diego Padres,3,2,0
634600,2021-04-05,2021,119,Los Angeles Dodgers,133,Oakland Athletics,10,3,0
634601,2021-04-05,2021,139,Tampa Bay Rays,111,Boston Red Sox,2,11,1
634606,2021-04-05,2021,121,New York Mets,143,Philadelphia Phillies,3,5,1
634612,2021-04-05,2021,141,Toronto Blue Jays,140,Texas Rangers,6,2,0
634616,2021-04-05,2021,118,Kansas City Royals,114,Cleveland Indians,3,0,0
634529,2021-04-06,2021,137,San Francisco Giants,135,San Diego Padres,1,3,1
634530,2021-04-06,2021,134,Pittsburgh Pirates,113,Cincinnati Reds,1,14,1
634559,2021-04-06,2021,158,Milwaukee Brewers,112,Chicago Cubs,4,0,0
634586,2021-04-06,2021,117,Houston Astros,108,Los Angeles Angels,4,2,0
634590,2021-04-06,2021,139,Tampa Bay Rays,111,Boston Red Sox,5,6,1
634594,2021-04-06,2021,138,St. Louis Cardinals,146,Miami Marlins,4,2,0
634599,2021-04-06,2021,110,Baltimore Orioles,147,New York Yankees,2,7,1
634603,2021-04-06,2021,142,Minnesota Twins,116,Detroit Tigers,3,4,1
634608,2021-04-06,2021,121,New York Mets,143,Philadelphia Phillies,8,4,0
634609,2021-04-06,2021,145,Chicago White Sox,136,Seattle Mariners,10,4,0
634619,2021-04-06,2021,109,Arizona Diamondbacks,115,Colorado Rockies,10,8,0
634624,2021-04-06,2021,144,Atlanta Braves,120,Washington Nationals,5,6,1
634628,2021-04-06,2021,119,Los Angeles Dodgers,133,Oakland Athletics,5,1,0
634635,2021-04-06,2021,141,Toronto Blue Jays,140,Texas Rangers,4,7,1
634527,2021-04-07,2021,144,Atlanta Braves,120,Washington Nationals,7,6,0
634539,2021-04-07,2021,110,Baltimore Orioles,147,New York Yankees,4,3,0
634542,2021-04-07,2021,109,Arizona Diamondbacks,115,Colorado Rockies,0,8,1
634549,2021-04-07,2021,158,Milwaukee Brewers,112,Chicago Cubs,4,2,0
634563,2021-04-07,2021,137,San Francisco Giants,135,San Diego Padres,3,2,0
634567,2021-04-07,2021,119,Los Angeles Dodgers,133,Oakland Athletics,3,4,1
634570,2021-04-07,2021,134,Pittsburgh Pirates,113,Cincinnati Reds,4,11,1
634583,2021-04-07,2021,141,Toronto Blue Jays,140,Texas Rangers,1,2,1
634585,2021-04-07,2021,138,St. Louis Cardinals,146,Miami Marlins,7,0,0
634589,2021-04-07,2021,118,Kansas City Royals,114,Cleveland Indians,2,4,1
634592,2021-04-07,2021,145,Chicago White Sox,136,Seattle Mariners,4,8,1
634595,2021-04-07,2021,144,Atlanta Braves,120,Washington Nationals,2,0,0
634598,2021-04-07,2021,142,Minnesota Twins,116,Detroit Tigers,3,2,0
634626,2021-04-07,2021,121,New York Mets,143,Philadelphia Phillies,2,8,1
634641,2021-04-07,2021,139,Tampa Bay Rays,111,Boston Red Sox,2,9,1
634544,2021-04-08,2021,111,Boston Red Sox,110,Baltimore Orioles,7,3,0
634545,2021-04-08,2021,108,Los Angeles Angels,141,Toronto Blue Jays,7,5,0
634546,2021-04-08,2021,133,Oakland Athletics,117,Houston Astros,2,6,1
634550,2021-04-08,2021,136,Seattle Mariners,142,Minnesota Twins,2,10,1
634555,2021-04-08,2021,112,Chicago Cubs,134,Pittsburgh Pirates,4,2,0
634564,2021-04-08,2021,109,Arizona Diamondbacks,115,Colorado Rockies,3,7,1
634565,2021-04-08,2021,118,Kansas City Royals,145,Chicago White Sox,0,6,1
634568,2021-04-08,2021,158,Milwaukee Brewers,138,St. Louis Cardinals,1,3,1
634584,2021-04-08,2021,146,Miami Marlins,121,New York Mets,2,3,1
634478,2021-04-09,2021,135,San Diego Padres,140,Texas Rangers,3,0,0
634494,2021-04-09,2021,115,Colorado Rockies,137,San Francisco Giants,1,3,1
634499,2021-04-09,2021,147,New York Yankees,139,Tampa Bay Rays,5,10,1
634505,2021-04-09,2021,116,Detroit Tigers,114,Cleveland Indians,1,4,1
634512,2021-04-09,2021,108,Los Angeles Angels,141,Toronto Blue Jays,7,1,0
634533,2021-04-09,2021,120,Washington Nationals,119,Los Angeles Dodgers,0,1,1
634534,2021-04-09,2021,143,Philadelphia Phillies,144,Atlanta Braves,1,8,1
634537,2021-04-09,2021,133,Oakland Athletics,117,Houston Astros,6,2,0
634540,2021-04-09,2021,113,Cincinnati Reds,109,Arizona Diamondbacks,6,5,0
632169,2021-04-10,2021,115,Colorado Rockies,137,San Francisco Giants,3,4,1
632191,2021-04-10,2021,120,Washington Nationals,119,Los Angeles Dodgers,5,9,1
632193,2021-04-10,2021,135,San Diego Padres,140,Texas Rangers,7,4,0
632195,2021-04-10,2021,112,Chicago Cubs,134,Pittsburgh Pirates,2,8,1
632201,2021-04-10,2021,146,Miami Marlins,121,New York Mets,3,0,0
632202,2021-04-10,2021,133,Oakland Athletics,117,Houston Astros,7,3,0
632205,2021-04-10,2021,136,Seattle Mariners,142,Minnesota Twins,4,3,0
632217,2021-04-10,2021,147,New York Yankees,139,Tampa Bay Rays,0,4,1
632218,2021-04-10,2021,116,Detroit Tigers,114,Cleveland Indians,3,11,1
632222,2021-04-10,2021,158,Milwaukee Brewers,138,St. Louis Cardinals,9,5,0
632227,2021-04-10,2021,108,Los Angeles Angels,141,Toronto Blue Jays,1,15,1
634484,2021-04-10,2021,113,Cincinnati Reds,109,Arizona Diamondbacks,3,8,1
634491,2021-04-10,2021,111,Boston Red Sox,110,Baltimore Orioles,6,4,0
634524,2021-04-10,2021,143,Philadelphia Phillies,144,Atlanta Braves,4,5,1
632170,2021-04-11,2021,118,Kansas City Royals,145,Chicago White Sox,4,3,0
632188,2021-04-11,2021,115,Colorado Rockies,137,San Francisco Giants,0,4,1
632192,2021-04-11,2021,146,Miami Marlins,121,New York Mets,5,6,1
632192,2021-04-11,2021,146,Miami Marlins,121,New York Mets,5,6,1
632196,2021-04-11,2021,158,Milwaukee Brewers,138,St. Louis Cardinals,9,3,0
632200,2021-04-11,2021,111,Boston Red Sox,110,Baltimore Orioles,14,9,0
632207,2021-04-11,2021,143,Philadelphia Phillies,144,Atlanta Braves,7,6,0
632209,2021-04-11,2021,113,Cincinnati Reds,109,Arizona Diamondbacks,0,7,1
632214,2021-04-11,2021,120,Washington Nationals,119,Los Angeles Dodgers,0,3,1
632215,2021-04-11,2021,136,Seattle Mariners,142,Minnesota Twins,8,6,0
632225,2021-04-11,2021,112,Chicago Cubs,134,Pittsburgh Pirates,1,7,1
632228,2021-04-11,2021,116,Detroit Tigers,114,Cleveland Indians,2,5,1
632232,2021-04-11,2021,147,New York Yankees,139,Tampa Bay Rays,8,4,0
632233,2021-04-11,2021,135,San Diego Padres,140,Texas Rangers,2,0,0
632197,2021-04-12,2021,108,Los Angeles Angels,118,Kansas City Royals,10,3,0
632198,2021-04-12,2021,135,San Diego Padres,134,Pittsburgh Pirates,6,2,0
632203,2021-04-12,2021,147,New York Yankees,141,Toronto Blue Jays,3,1,0
632204,2021-04-12,2021,140,Texas Rangers,139,Tampa Bay Rays,0,1,1
632216,2021-04-12,2021,114,Cleveland Indians,145,Chicago White Sox,3,4,1
632219,2021-04-12,2021,146,Miami Marlins,144,Atlanta Braves,5,3,0
632220,2021-04-12,2021,116,Detroit Tigers,117,Houston Astros,6,2,0
632221,2021-04-12,2021,112,Chicago Cubs,158,Milwaukee Brewers,3,6,1
632230,2021-04-12,2021,120,Washington Nationals,138,St. Louis Cardinals,5,2,0
632231,2021-04-12,2021,133,Oakland Athletics,109,Arizona Diamondbacks,9,5,0
634648,2021-04-12,2021,113,Cincinnati Reds,137,San Francisco Giants,3,0,0
632189,2021-04-13,2021,143,Philadelphia Phillies,121,New York Mets,3,4,1
632190,2021-04-13,2021,111,Boston Red Sox,142,Minnesota Twins,4,2,0
632194,2021-04-13,2021,112,Chicago Cubs,158,Milwaukee Brewers,3,2,0
632199,2021-04-13,2021,114,Cleveland Indians,145,Chicago White Sox,2,0,0
632206,2021-04-13,2021,133,Oakland Athletics,109,Arizona Diamondbacks,7,5,0
632210,2021-04-13,2021,108,Los Angeles Angels,118,Kansas City Royals,2,3,1
632211,2021-04-13,2021,146,Miami Marlins,144,Atlanta Braves,14,8,0
632212,2021-04-13,2021,115,Colorado Rockies,119,Los Angeles Dodgers,0,7,1
632213,2021-04-13,2021,136,Seattle Mariners,110,Baltimore Orioles,4,3,0
632224,2021-04-13,2021,136,Seattle Mariners,110,Baltimore Orioles,6,7,1
632226,2021-04-13,2021,143,Philadelphia Phillies,121,New York Mets,0,4,1
632229,2021-04-13,2021,116,Detroit Tigers,117,Houston Astros,8,2,0
634489,2021-04-13,2021,140,Texas Rangers,139,Tampa Bay Rays,8,3,0
634502,2021-04-13,2021,120,Washington Nationals,138,St. Louis Cardinals,3,14,1
634510,2021-04-13,2021,113,Cincinnati Reds,137,San Francisco Giants,6,7,1
634535,2021-04-13,2021,135,San Diego Padres,134,Pittsburgh Pirates,4,8,1
634569,2021-04-13,2021,147,New York Yankees,141,Toronto Blue Jays,3,7,1
632223,2021-04-14,2021,111,Boston Red Sox,142,Minnesota Twins,7,1,0
634495,2021-04-14,2021,108,Los Angeles Angels,118,Kansas City Royals,1,6,1
634496,2021-04-14,2021,140,Texas Rangers,139,Tampa Bay Rays,5,1,0
634513,2021-04-14,2021,147,New York Yankees,141,Toronto Blue Jays,4,5,1
634516,2021-04-14,2021,114,Cleveland Indians,145,Chicago White Sox,0,8,1
634521,2021-04-14,2021,116,Detroit Tigers,117,Houston Astros,6,4,0
634523,2021-04-14,2021,135,San Diego Padres,134,Pittsburgh Pirates,1,5,1
634528,2021-04-14,2021,143,Philadelphia Phillies,121,New York Mets,1,5,1
634541,2021-04-14,2021,120,Washington Nationals,138,St. Louis Cardinals,6,0,0
634553,2021-04-14,2021,112,Chicago Cubs,158,Milwaukee Brewers,0,7,1
634574,2021-04-14,2021,111,Boston Red Sox,142,Minnesota Twins,3,2,0
634581,2021-04-14,2021,146,Miami Marlins,144,Atlanta Braves,6,5,0
634582,2021-04-14,2021,113,Cincinnati Reds,137,San Francisco Giants,0,3,1
634614,2021-04-14,2021,115,Colorado Rockies,119,Los Angeles Dodgers,2,4,1
634472,2021-04-15,2021,136,Seattle Mariners,110,Baltimore Orioles,2,1,0
634475,2021-04-15,2021,141,Toronto Blue Jays,118,Kansas City Royals,5,7,1
634481,2021-04-15,2021,109,Arizona Diamondbacks,120,Washington Nationals,11,6,0
634501,2021-04-15,2021,114,Cleveland Indians,145,Chicago White Sox,4,2,0
634522,2021-04-15,2021,140,Texas Rangers,139,Tampa Bay Rays,6,4,0
634547,2021-04-15,2021,115,Colorado Rockies,119,Los Angeles Dodgers,5,7,1
634554,2021-04-15,2021,111,Boston Red Sox,142,Minnesota Twins,3,4,1
634571,2021-04-15,2021,136,Seattle Mariners,110,Baltimore Orioles,4,2,0
634579,2021-04-15,2021,146,Miami Marlins,144,Atlanta Braves,6,7,1
634621,2021-04-15,2021,135,San Diego Padres,134,Pittsburgh Pirates,8,3,0
634632,2021-04-15,2021,116,Detroit Tigers,133,Oakland Athletics,4,8,1
634463,2021-04-16,2021,110,Baltimore Orioles,140,Texas Rangers,5,2,0
634464,2021-04-16,2021,139,Tampa Bay Rays,147,New York Yankees,8,2,0
634469,2021-04-16,2021,109,Arizona Diamondbacks,120,Washington Nationals,0,1,1
634474,2021-04-16,2021,138,St. Louis Cardinals,143,Philadelphia Phillies,2,9,1
634482,2021-04-16,2021,114,Cleveland Indians,113,Cincinnati Reds,3,10,1
634483,2021-04-16,2021,134,Pittsburgh Pirates,158,Milwaukee Brewers,6,1,0
634517,2021-04-16,2021,117,Houston Astros,136,Seattle Mariners,5,6,1
634519,2021-04-16,2021,137,San Francisco Giants,146,Miami Marlins,1,4,1
634525,2021-04-16,2021,116,Detroit Tigers,133,Oakland Athletics,0,3,1
634526,2021-04-16,2021,142,Minnesota Twins,108,Los Angeles Angels,3,10,1
634531,2021-04-16,2021,119,Los Angeles Dodgers,135,San Diego Padres,11,6,0
634548,2021-04-16,2021,144,Atlanta Braves,112,Chicago Cubs,5,2,0
634447,2021-04-17,2021,117,Houston Astros,136,Seattle Mariners,1,0,0
634449,2021-04-17,2021,119,Los Angeles Dodgers,135,San Diego Padres,2,0,0
634450,2021-04-17,2021,137,San Francisco Giants,146,Miami Marlins,6,7,1
634460,2021-04-17,2021,114,Cleveland Indians,113,Cincinnati Reds,2,3,1
634462,2021-04-17,2021,144,Atlanta Braves,112,Chicago Cubs,4,13,1
634470,2021-04-17,2021,138,St. Louis Cardinals,143,Philadelphia Phillies,9,4,0
634471,2021-04-17,2021,145,Chicago White Sox,111,Boston Red Sox,4,7,1
634473,2021-04-17,2021,134,Pittsburgh Pirates,158,Milwaukee Brewers,1,7,1
634477,2021-04-17,2021,141,Toronto Blue Jays,118,Kansas City Royals,5,1,0
634479,2021-04-17,2021,116,Detroit Tigers,133,Oakland Athletics,0,7,1
634485,2021-04-17,2021,121,New York Mets,115,Colorado Rockies,4,3,0
634500,2021-04-17,2021,139,Tampa Bay Rays,147,New York Yankees,6,3,0
634507,2021-04-17,2021,109,Arizona Diamondbacks,120,Washington Nationals,2,6,1
634520,2021-04-17,2021,141,Toronto Blue Jays,118,Kansas City Royals,2,3,1
634543,2021-04-17,2021,110,Baltimore Orioles,140,Texas Rangers,6,1,0
634561,2021-04-17,2021,121,New York Mets,115,Colorado Rockies,2,7,1
634425,2021-04-18,2021,137,San Francisco Giants,146,Miami Marlins,1,0,0
634442,2021-04-18,2021,141,Toronto Blue Jays,118,Kansas City Royals,0,2,1
634455,2021-04-18,2021,134,Pittsburgh Pirates,158,Milwaukee Brewers,6,5,0
634458,2021-04-18,2021,139,Tampa Bay Rays,147,New York Yankees,4,2,0
634468,2021-04-18,2021,121,New York Mets,115,Colorado Rockies,2,1,0
634480,2021-04-18,2021,116,Detroit Tigers,133,Oakland Athletics,2,3,1
634487,2021-04-18,2021,114,Cleveland Indians,113,Cincinnati Reds,6,3,0
634488,2021-04-18,2021,119,Los Angeles Dodgers,135,San Diego Padres,2,5,1
634493,2021-04-18,2021,109,Arizona Diamondbacks,120,Washington Nationals,5,2,0
634498,2021-04-18,2021,138,St. Louis Cardinals,143,Philadelphia Phillies,0,2,1
634506,2021-04-18,2021,144,Atlanta Braves,112,Chicago Cubs,13,4,0
634511,2021-04-18,2021,110,Baltimore Orioles,140,Texas Rangers,0,1,1
634518,2021-04-18,2021,145,Chicago White Sox,111,Boston Red Sox,5,1,0
634532,2021-04-18,2021,145,Chicago White Sox,111,Boston Red Sox,3,2,0
634538,2021-04-18,2021,117,Houston Astros,136,Seattle Mariners,2,7,1
634396,2021-04-19,2021,139,Tampa Bay Rays,118,Kansas City Royals,4,1,0
634399,2021-04-19,2021,158,Milwaukee Brewers,135,San Diego Padres,3,1,0
634421,2021-04-19,2021,119,Los Angeles Dodgers,136,Seattle Mariners,3,4,1
634431,2021-04-19,2021,138,St. Louis Cardinals,120,Washington Nationals,12,5,0
634445,2021-04-19,2021,145,Chicago White Sox,111,Boston Red Sox,4,11,1
634457,2021-04-19,2021,137,San Francisco Giants,143,Philadelphia Phillies,2,0,0
634536,2021-04-19,2021,140,Texas Rangers,108,Los Angeles Angels,6,4,0
634392,2021-04-20,2021,158,Milwaukee Brewers,135,San Diego Padres,6,0,0
634397,2021-04-20,2021,145,Chicago White Sox,114,Cleveland Indians,8,5,0
634398,2021-04-20,2021,140,Texas Rangers,108,Los Angeles Angels,2,6,1
634406,2021-04-20,2021,117,Houston Astros,115,Colorado Rockies,2,6,1
634407,2021-04-20,2021,139,Tampa Bay Rays,118,Kansas City Royals,14,7,0
634408,2021-04-20,2021,109,Arizona Diamondbacks,113,Cincinnati Reds,5,4,0
634408,2021-04-20,2021,109,Arizona Diamondbacks,113,Cincinnati Reds,5,4,0
634409,2021-04-20,2021,141,Toronto Blue Jays,111,Boston Red Sox,2,4,1
634411,2021-04-20,2021,121,New York Mets,112,Chicago Cubs,1,3,1
634417,2021-04-20,2021,119,Los Angeles Dodgers,136,Seattle Mariners,1,0,0
634422,2021-04-20,2021,144,Atlanta Braves,147,New York Yankees,1,3,1
634427,2021-04-20,2021,110,Baltimore Orioles,146,Miami Marlins,7,5,0
634439,2021-04-20,2021,137,San Francisco Giants,143,Philadelphia Phillies,10,7,0
634466,2021-04-20,2021,142,Minnesota Twins,133,Oakland Athletics,0,1,1
634490,2021-04-20,2021,142,Minnesota Twins,133,Oakland Athletics,0,7,1
634509,2021-04-20,2021,138,St. Louis Cardinals,120,Washington Nationals,2,3,1
634390,2021-04-21,2021,134,Pittsburgh Pirates,116,Detroit Tigers,3,2,0
634405,2021-04-21,2021,138,St. Louis Cardinals,120,Washington Nationals,0,1,1
634423,2021-04-21,2021,134,Pittsburgh Pirates,116,Detroit Tigers,2,5,1
634424,2021-04-21,2021,117,Houston Astros,115,Colorado Rockies,3,6,1
634428,2021-04-21,2021,137,San Francisco Giants,143,Philadelphia Phillies,5,6,1
634430,2021-04-21,2021,140,Texas Rangers,108,Los Angeles Angels,7,4,0
634440,2021-04-21,2021,142,Minnesota Twins,133,Oakland Athletics,12,13,1
634444,2021-04-21,2021,109,Arizona Diamondbacks,113,Cincinnati Reds,8,5,0
634446,2021-04-21,2021,139,Tampa Bay Rays,118,Kansas City Royals,8,9,1
634453,2021-04-21,2021,121,New York Mets,112,Chicago Cubs,4,16,1
634459,2021-04-21,2021,141,Toronto Blue Jays,111,Boston Red Sox,6,3,0
634476,2021-04-21,2021,158,Milwaukee Brewers,135,San Diego Padres,4,2,0
634497,2021-04-21,2021,110,Baltimore Orioles,146,Miami Marlins,0,3,1
634504,2021-04-21,2021,144,Atlanta Braves,147,New York Yankees,4,1,0
634419,2021-04-22,2021,121,New York Mets,112,Chicago Cubs,3,4,1
634420,2021-04-22,2021,135,San Diego Padres,119,Los Angeles Dodgers,3,2,0
634432,2021-04-22,2021,146,Miami Marlins,137,San Francisco Giants,0,3,1
634436,2021-04-22,2021,147,New York Yankees,114,Cleveland Indians,6,3,0
634438,2021-04-22,2021,108,Los Angeles Angels,117,Houston Astros,2,8,1
634492,2021-04-22,2021,134,Pittsburgh Pirates,116,Detroit Tigers,4,2,0
634508,2021-04-22,2021,136,Seattle Mariners,111,Boston Red Sox,7,3,0
634514,2021-04-22,2021,109,Arizona Diamondbacks,113,Cincinnati Reds,14,11,0
634369,2021-04-23,2021,146,Miami Marlins,137,San Francisco Giants,3,5,1
634370,2021-04-23,2021,135,San Diego Padres,119,Los Angeles Dodgers,6,1,0
634378,2021-04-23,2021,113,Cincinnati Reds,138,St. Louis Cardinals,4,5,1
634383,2021-04-23,2021,108,Los Angeles Angels,117,Houston Astros,4,5,1
634386,2021-04-23,2021,136,Seattle Mariners,111,Boston Red Sox,5,6,1
634389,2021-04-23,2021,133,Oakland Athletics,110,Baltimore Orioles,3,1,0
634401,2021-04-23,2021,143,Philadelphia Phillies,115,Colorado Rockies,4,5,1
634412,2021-04-23,2021,118,Kansas City Royals,116,Detroit Tigers,6,2,0
634413,2021-04-23,2021,141,Toronto Blue Jays,139,Tampa Bay Rays,5,3,0
634415,2021-04-23,2021,109,Arizona Diamondbacks,144,Atlanta Braves,4,5,1
634426,2021-04-23,2021,158,Milwaukee Brewers,112,Chicago Cubs,2,15,1
634429,2021-04-23,2021,120,Washington Nationals,121,New York Mets,0,6,1
634434,2021-04-23,2021,134,Pittsburgh Pirates,142,Minnesota Twins,0,2,1
634435,2021-04-23,2021,140,Texas Rangers,145,Chicago White Sox,7,9,1
634437,2021-04-23,2021,147,New York Yankees,114,Cleveland Indians,5,3,0
634358,2021-04-24,2021,141,Toronto Blue Jays,139,Tampa Bay Rays,3,5,1
634361,2021-04-24,2021,135,San Diego Padres,119,Los Angeles Dodgers,4,5,1
634366,2021-04-24,2021,108,Los Angeles Angels,117,Houston Astros,2,16,1
634367,2021-04-24,2021,133,Oakland Athletics,110,Baltimore Orioles,7,2,0
634373,2021-04-24,2021,136,Seattle Mariners,111,Boston Red Sox,8,2,0
634375,2021-04-24,2021,118,Kansas City Royals,116,Detroit Tigers,2,1,0
634384,2021-04-24,2021,140,Texas Rangers,145,Chicago White Sox,1,2,1
634395,2021-04-24,2021,113,Cincinnati Reds,138,St. Louis Cardinals,0,2,1
634416,2021-04-24,2021,158,Milwaukee Brewers,112,Chicago Cubs,4,3,0
634418,2021-04-24,2021,143,Philadelphia Phillies,115,Colorado Rockies,7,5,0
634443,2021-04-24,2021,120,Washington Nationals,121,New York Mets,7,1,0
634467,2021-04-24,2021,134,Pittsburgh Pirates,142,Minnesota Twins,6,2,0
634486,2021-04-24,2021,147,New York Yankees,114,Cleveland Indians,2,1,0
634503,2021-04-24,2021,146,Miami Marlins,137,San Francisco Giants,5,2,0
634342,2021-04-25,2021,146,Miami Marlins,137,San Francisco Giants,3,4,1
634344,2021-04-25,2021,120,Washington Nationals,121,New York Mets,0,4,1
634349,2021-04-25,2021,134,Pittsburgh Pirates,142,Minnesota Twins,6,2,0
634355,2021-04-25,2021,136,Seattle Mariners,111,Boston Red Sox,3,5,1
634356,2021-04-25,2021,135,San Diego Padres,119,Los Angeles Dodgers,8,7,0
634372,2021-04-25,2021,147,New York Yankees,114,Cleveland Indians,3,7,1
634376,2021-04-25,2021,141,Toronto Blue Jays,139,Tampa Bay Rays,1,0,0
634380,2021-04-25,2021,109,Arizona Diamondbacks,144,Atlanta Braves,7,0,0
634388,2021-04-25,2021,143,Philadelphia Phillies,115,Colorado Rockies,2,12,1
634393,2021-04-25,2021,140,Texas Rangers,145,Chicago White Sox,4,8,1
634400,2021-04-25,2021,158,Milwaukee Brewers,112,Chicago Cubs,6,0,0
634403,2021-04-25,2021,108,Los Angeles Angels,117,Houston Astros,4,2,0
634404,2021-04-25,2021,109,Arizona Diamondbacks,144,Atlanta Braves,5,0,0
634448,2021-04-25,2021,118,Kansas City Royals,116,Detroit Tigers,4,0,0
634454,2021-04-25,2021,133,Oakland Athletics,110,Baltimore Orioles,1,8,1
634456,2021-04-25,2021,113,Cincinnati Reds,138,St. Louis Cardinals,2,5,1
634343,2021-04-26,2021,133,Oakland Athletics,139,Tampa Bay Rays,2,1,0
634345,2021-04-26,2021,143,Philadelphia Phillies,138,St. Louis Cardinals,2,1,0
634363,2021-04-26,2021,113,Cincinnati Reds,119,Los Angeles Dodgers,5,3,0
634374,2021-04-26,2021,115,Colorado Rockies,137,San Francisco Giants,0,12,1
634377,2021-04-26,2021,108,Los Angeles Angels,140,Texas Rangers,9,4,0
634382,2021-04-26,2021,136,Seattle Mariners,117,Houston Astros,2,5,1
634394,2021-04-26,2021,142,Minnesota Twins,114,Cleveland Indians,3,5,1
634402,2021-04-26,2021,112,Chicago Cubs,144,Atlanta Braves,7,8,1
634433,2021-04-26,2021,147,New York Yankees,110,Baltimore Orioles,2,4,1
634451,2021-04-26,2021,118,Kansas City Royals,116,Detroit Tigers,3,2,0
634461,2021-04-26,2021,146,Miami Marlins,158,Milwaukee Brewers,8,0,0
634318,2021-04-27,2021,143,Philadelphia Phillies,138,St. Louis Cardinals,2,5,1
634320,2021-04-27,2021,146,Miami Marlins,158,Milwaukee Brewers,4,5,1
